1	Mike Nichols	Mike Nichols	"Clay Aiken will join the Broadway cast of ""Monty Python's Spamalot"" on Jan. 18, playing one of the leads, Sir Robin, in the Tony Award-winning musical directed by Mike Nichols. ""Let's not lie, the chance to work with legendary creative minds like Mike Nichols and Eric Idle is, on its own, a reason to jump at this opportunity."" ""Clay Aiken is amazing beyond that glorious voice,"" Nichols said."
0	Leicester	Leicester	After the 3-0 derby win over Nottingham Forest, Leicester will now travel to Hillsborough in search of another three points.
0	Patrick Moore	Patrick Moore	Capture and Escape of Captain Patrick Moore.‑Moore's
1	Takashi Murakami	Takashi Murakami	"Like Murakami's paintings of mushroom-cloud skulls, these renditions of Eve and Adam have been interpreted as comments on a collective Japanese psyche traumatized and infantilized by World War II, the dropping of the atom bombs and the lengthy American occupation. Raised by parents who drummed Western art into him, Murakami studied traditional nihonga painting, and attempted a career in animation, before deciding to become a contemporary artist. It defines Murakami, now 46, as a late-blooming talent with a steep learning curve. But actually it's an ingenious key to the Pandora's box of Murakami's art and stuffed with questions of art and commerce, high and low, public brand and private expression, mass production and exquisite craft. One leaves this show feeling that Murakami has found a new benign Pandora's box: the richness of traditional Japanese art. Most of Murakami's creatures recur in an array of toys, T-shirts, pins and decals fabricated at Kaikai Kiki. And, finally, in the last two galleries of the exhibition, Murakami's painting explodes with a new complexity of color and meaning, matching the intensity of the flower room, but without the mind-blanking repetition. But there it is, at the Brooklyn Museum, bright and gleaming and blending seamlessly with its setting: a sleek, stylish and sometimes silly survey of the work of Takashi Murakami. Murakami siphons motifs from Disney and Dal?, strategies from Pop Art, and sexual fantasies from Japan's anime (animation) and manga (comics) subcultures. The ensemble fulfills almost too completely Murakami's stated desire to make art ""that makes your mind go blank, that leaves you gaping."" Even more spellbinding is a new animation dreamed up by Murakami and his Kaikai Kiki cohort (the credits take several minutes). After all, Murakami oversees a company, Kaikai Kiki (kaikaikikimeans something both elegant and bizarre), that produces his art and its spinoffs."
1	CDC	Centers for Disease Control and Prevention	Scientist: CDC Bosses Ignored Warnings WASHINGTON (AP) - A federal scientist says he was instructed last year not to engage in e-mail discussions about potentially severe health risks from formaldehyde contamination in government-issued trailers housing Gulf Coast hurricane victims.
0	Litchfield	Litchfield County, Connecticut	"Dispatched to communities such as Litchfield, Hookset, and Pembroke, she has been sharing her personal experiences with climate change, notably the Maine ponds she can no longer skate on because they seldom freeze solid anymore. they seldom freeze solid anymore. ""It's something I needed to do for my personal"
0	Litchfield	Litchfield County, Connecticut	L'Engle died Thursday at a nursing home in Litchfield of natural causes, according to Jennifer Doerr, publicity manager for publisher Farrar, Straus and Giroux.
1	Rolling Stones	The Rolling Stones	Everyone knows and loves the Stones' classic hits.
1	Ulster Defense Association	Ulster Defence Association	"Gary Fisher was the so-called ""brigadier"" of the UDA's Southeast Antrim brigade, an area that includes predominantly Protestant northern suburbs of Belfast. Ireland 2007-03-29 18:09:44 UTC The Ulster Defense Association, Northern Fisher had been the UDA's Southeast Antrim commander since 2003, when his predecessor, John Gregg, was ambushed and killed in a UDA feud. The UDA said it also has forced out Tommy Kirkham, a veteran UDA figure who had been serving as Fisher's ""political adviser."" The UDA, which has more than 2,000 members, was supposed to disarm and disband in support of Northern Ireland's 1998 peace accord.  Commander in outlawed Ulster Defense Association ousted The UDA was responsible for killing more than 300 Catholics from 1971 to 1994, when the group called a cease-fire. Frankie Gallagher, spokesman for the UDA's political front, the Ulster Political Research Group, said Fisher and Kirkham were responsible for cracking down of UDA crime in their area but had failed. Ireland 2007-03-29 18:09:44 UTC The Ulster Defense Association, Northern Ireland's"
0	UDA	Ulster Defence Association	"The minister said he wants the police to arrest those ""whether they are MMD (ruling party), PF (opposition party), UDA ( opposition party), UPND (opposition party) or ULP (opposition party) cadres or whatever party."
0	Uda	Ulster Defence Association	However, the shackles were off soon after and when opener Uda bought up his 100 in the 21st over a huge total seemed inevitable. With the run-rate continuing to accelerate Uda was eventually bowled for 123 by Fuimaono in the 24th over with the score on 229. Uda's innings was a typical mixture of finesse and power with runs coming all around the wicket. However, Uda's wicket bought little respite for the toiling New Caledonian bowlers with Mahuru Dai entering the fray.
0	Clifton	Clifton, Bristol	Also included on this CD are plat maps of the following cities: Ada, Ames, Asherville, Barnes, Belleville, Beloit, Bennington, Beverly, Burr Oak, Cawker City, Christie, Clay Center, Cleburne, Clifton, Clifton, Clyde, Concordia, Creston, Cuba, Day, Dell Ray, Delphos, Elgo, Emmons, Glasco, Glen Elder, Green, Greenleaf, Haddam City, Hanover, Harbine, Hollenberg, Ida, Idana, Ionia, Jamestown, Jewell City, Leonardville, Lincoln Center, Linn, Lithium, Manhattan, Mankato, Miltonvale, Minneapolis, Morganville, Morrow, Morton, New Tabor, Niles, Norway, Ogden, Omio, Palmer, Pittsburgh, Randall, Randolph, Republic City, Rice, Salem, Scandia, Scottville, Seapo, Simpson, Talmage, Talmo, Tescott, Tipton P.O., Verdi, Victor, Vining, Waconda Springs, Wakefield, Warwick, Washington, Wayne and White Rock.
1	Chase Bank	Chase (bank)	After Queerty raised the alarm that NOM was on the list of charities for Chase Bank's holiday giving contest, Chase promptly booted them from the competition.
0	Anchorage	Anchorage, Alaska	The Jefferson county precincts included are: Anchorage, Blankenbaker, Boston, Cane Run, Cross Roads, Fairmont, Fisherville, Gilmans, Harrods Creek, Jeffersontown, Johnstown, Meadow Lawn, Middletown, O'Bannons, Seatonville, Shardine, Shiveleys, Springdale, Spring Garden, Two Mile House and Woods.
1	Nancy Scranton	Nancy Scranton	"Scranton made a terrific pitch shot. Scranton said conditions were different from last year. ""I'm just so excited,"" said Johnson, who will split the $100,000 prize with Scranton. were different from last year. ""It was harder this year,"" she said. ""The wind QUINCY - Last year, Nancy Scranton and Christa Johnson eagled the 18th hole in regulation to capture the BJ's Charity Championship at Granite Links Golf Club. Scranton, Johnson win BJ's Charity golf <"
0	Cougars	Washington State Cougars	When the Huskies and Cougars met in the famed Apple Cup Nov. 22, it took two overtimes to decide who was worse.
1	Richmond, California	Richmond, California	California oil refinery RICHMOND, California 2007-01-15 15:11:44 UTC Richmond is northeast of San Francisco.
1	Sheff Utd	Sheffield United F.C.	However, where do people get to see the likes of West Brom, the Boro with Adam Johnsons great form, Cardiff and the goals of Chopra, a new look Sheff Utd team coming back from their losing play-off final last season… etc, etc, etc.
1	Pacman Jones	Adam Jones (American football)	"Embattled Dallas Cowboys player Adam ""Pacman"" Jones may be in hot water again. Jones was involved in an altercation with his bodyguard on Tuesday at a downtown Dallas hotel, the American media reported Wednesday. The Fort Worth Star-Telegram reported that Jones was attending a party hosted by rap singing artist and got into a fight with bodyguard Tommy Jones."
0	Rodney Smith	Roots Manuva	They were Leslie Smith and Rodney Smith (unrelated).
0	Rodney Smith	Roots Manuva	Rodney Smith, 67, of Portola Valley, California, was riding eastbound along Sand Hill Road on Friday morning when he was struck by an automobile, the California Highway Patrol said.
0	Rodney Smith	Roots Manuva	Isaac Smith, 19, had beaten the suspect, Rodney Smith, in a fistfight in December and the two had gotten into verbal confrontations every time they met since, Phoenix Detective Reuben Gonzales said.
1	Edward Weston	Edward Weston	Bunk down in a guest cabin on Wildcat Hill, where Weston and his family built their home.
0	CTA	Chicago Transit Authority	"Under a Canadian Transportation Agency (CTA) ruling, Air Canada, Air Canada Jazz and WestJet must adopt within one year the ""one- person-one-fare"" policy for people with severe disabilities that require two or more seats on flights. require two or more seats on flights. The ruling also applies to the disabled people The CTA estimates that the new policy will cost Air Canada about 7 million Canadian dollars (7 million U.S. dollars) a year, and WestJet about 1.5 million Canadian dollars a year. The CTA makes the decision after a complaint is filed against Air Canada, Air Canada Jazz, WestJet and the Gander International Airport Authority in 2002 by the Council of Canadians with Disabilities."
0	CTA	Chicago Transit Authority	Members of the independent Argentine Labor Central (CTA) union battled with members of the peronist General Labor Confederation (CGT) in Rosario, 300 kilometers (186 miles) north of the capital Buenos Aires. Edgardo Barbero, a top CTA leader, told TV news that his group was holding a meeting at their headquarters to protest threats and beatings from CGT members he says is trying to move in on their territory. Argentina's Supreme Court recently ruled that the CTA can operate as a national union, a moved fiercely opposed by the rival CGT and the government of peronist President Cristina Kirchner.
1	Chicago Transit Authority	Chicago Transit Authority	According to a CTA spokesperson, the four-car train derailed on the city's south side with the first two cars off the tracks at a junction between two lines and the rest two cars remaining on the elevated structure.
0	CTA	Chicago Transit Authority	But a CTA spokeswoman told the China Daily Friday she was only being granted time off to recover from her injuries, and that she would be back. The 26-year-old had wanted to wrap up her career after China's National Games in 2005 but was persuaded to stay on by the CTA, which holds a much larger sway over its players than its foreign counterparts do.
0	CTA	Chicago Transit Authority	CTA also gave $250,000 in August to Equality for All, a coalition of gay advocacy and civil rights groups opposing Proposition 8. Union spokeswoman Sandra Jackson says CTA's 800-member policy body voted overwhelmingly to oppose the gay marriage ban.
0	CTA	Chicago Transit Authority	Jia Qinglin, member of the Standing Committee of the Political Bureau of Communist Party of China (CPC) Central Committee and chairman of the National Committee of the Chinese People's Political Consultative Conference (CPPCC), attended the ceremony and met with CTA leaders.
0	Mark Clark	Mark Wayne Clark	"Clark said police are dispatched whenever 911 is called, but that Stalnaker's address was flagged in Scottsdale's system with a notification that a trained assistance dog could call 911 when the owner was incapacitated. ""It's pretty incredible,"" Clark said. Mark Clark said Stalnaker spent two days in a hospital and recovered from the seizure. Clark said Stalnaker adopted Buddy at the age of 8 weeks from Michigan-based Paws with a Cause, which trains assistance dogs, and trained him to get the phone if he began to have seizure symptoms. Clark said Buddy has made two other 911 calls when Stalnaker was having seizures. when Stalnaker was having seizures. He said Stalnaker's seizures are the result of a"
1	Chad Clifton	Chad Clifton	 NEWS STORY 2008-01-23 Green Bay Packers offensive tackle Chad Clifton was added to the NFC Pro Bowl roster, but it's still not clear whether his quarterback will be with him. Clifton, an alternate who will replace Seattle's Walter Jones, will join Packers wide receiver Donald Driver, defensive end Aaron Kampman and cornerback Al Harris at the Pro Bowl -- along with the Packers' coaching staff, their consolation prize for losing in the NFC championship game.
0	Austin Starr	Austin Aries	"Hoeppner not only was Starr's head coach during his first three seasons (one as a redshirt), but his position coach, too. Said Starr: ""She's a symbol of power and strength, of how something so terrible can happen and she remains so strong and an inspiration to everyone."" WEST PALM BEACH, Fla. -- Each time Austin Starr looked into his locker this fall he was reminded about what this football season really was about.  NEWS STORY 2007-12-04 ""He not only helped us out individually with our skills on the field, he gave us life lessons of how to deal with adversity,"" Starr said. Hoeppner said Monday. ""He was just emphatic that Austin be scholarshiped."" How did Starr For Starr, those three years of sitting in Hoeppner's office, of being treated the same way a star quarterback would, of being counseled by one of the most revered figures in the university, are three years he will cherish. Starr made sure the Hoosiers would honor Hoeppner's slogan. ""It was so surreal, to see your son do something like that,"" said Austin's father, Scott Starr. that Starr was given a scholarship. ""That was one of the very last things,"" Jane that kick."" Fans started chanting Austin's name as Jane Hoeppner clasped her hands Others, like Austin Starr. Hoeppner made sure that Starr was given a scholarship. very last things,"" Jane Hoeppner said Monday. ""He was just emphatic that Austin be How did Starr reward his former coach? When Starr, a junior, joins fellow finalists Thomas Weber of Arizona State and Jose Martinez of Texas-El Paso at Tuesday's banquet, he will thank one man for making possible his climb from a walk-on to one of the top three kickers in the nation. ""I'd look at that picture and read that bible verse before every practice, every game,"" said Starr, one of three finalists for the Lou Groza Award. Starr's 49-yarder against arch rival Purdue with 30 seconds remaining in the final game of the regular season gave Indiana a 27-24 victory, the Old Oaken Bucket and assured the Hoosiers would ""Play 13."" < ""Right when I kicked it and I extended my arms I immediately thought of coach Hoeppner,"" said Starr, who was 10-of-11 from 40-49 yards this season."
1	Breckenridge, Texas	Breckenridge, Texas	1 dead in flooding BRECKENRIDGE, Texas 2008-04-10 05:43:14 UTC  In Breckenridge, 125 miles (200 kilometers) west of Dallas, at least five homes were destroyed and there were reports of minor injuries, police said.
1	Veterans Affairs	United States Department of Veterans Affairs	&quot;For too long VA administrators have been  told 'the check's in the mail' as they waited for final congressional  action on the VA budget.
0	Tesla Roadsters	Tesla Roadster	"Tesla also has announced plans to produce at least 10,000 all- electric, five-passenger sedans a year at a plant in Albuquerque, New Mexico, beginning in the fall of 2009.  NEWS STORY 2008-01-28 Tesla, based in San Carlos, California, has pre-sold all of its 2008 Tesla Roadsters, a fully electric sports car that sells for $98,000 (euro66,418). The federal agency said Tesla posted operating losses of $43 million from 2003-2006 and that without the waiver, Tesla would ""have to cancel its pending development of an electric-powered sedan, and would ultimately have to terminate its operations."" Tesla said in a statement last week that it had received all regulatory approvals to import the first production Roadster for sale in the United States and production would begin March 17. < Tesla has based its Roadster on the two-seat Lotus Elise sports car, which also could not comply with the advanced air bag rule and received an exemption from NHTSA in August 2006. The National Highway Traffic Safety Administration said it would give the company a three-year exemption from the advanced air bag rule, noting that Tesla tried to comply with the requirements and would still have standard air bags on the vehicle. Tesla receives US traffic safety agency waiver on air bag standard for electric sports car"
0	Somerset, Pa.	Somerset, Pennsylvania	"Landowner Mike Svonavec of Svonavec Inc. of Somerset, Pa., said the National Park Service and Flight 93 groups are ""trying to make my company and myself look like the bad guy in this."" < The quarry company that owns the land, Svonavec Inc. of Somerset, has rejected a $250,000 offer from the Park Service, as well as $750,000 from Families of Flight 93, according to documents and interviews."
0	NRC	Nuclear Regulatory Commission	Synagogues attacked Meanwhile, the NRC reports that the Netherlands’ Jewish community is worried about a spate of attacks on Jewish property over the past few days.
1	Nuclear Regulatory Commission	Nuclear Regulatory Commission	Tell the NRC to Address Nuclear Waste Dear Activist, Tell the NRC to Address Nuclear Waste!
0	NRC	Nuclear Regulatory Commission	Given that we are the only periodical with nearly every NRC member in its database, Resource Recycling is also surveying the municipal recycling industry.
0	Chesterfield	Chesterfield	Bryan Schillenberger was arrested Saturday after his parents called police when 10 pounds (4.5 kilograms) of ammonium nitrate was delivered to their home in Chesterfield. Lear says he had all the supplies needed to kill dozens of people at Chesterfield High.
0	Chesterfield	Chesterfield	Jury selection for Steven Bixby's trial begins Monday on the other side of the state, in Chesterfield.
0	Joe Wilson	Joseph C. Wilson	"Olbermann's Special Comment On Wilson Labels: ""celibacy"" , Congress , Joe Wilson , Keith Olbermann , rant , South Carolina New! Share this on Facebook: Share "
0	Joe Wilson	Joseph C. Wilson	"CNN: Teabaggers Back Rep. Wilson Rep. Eric Cantor (R-VA) who famously texted throughout Obama's health care speech, knowing the camera was on him, came to the defense of Rep. Joe Wilson as teabaggers screamed their new battle-cry, ""Obama lies!"""
1	Bluebirds	Cardiff City F.C.	The stats all show in The Bluebirds favour, however you can’t ever under estimate Coventry.
0	Cardiff	Cardiff	Cardiff v Coventry On form Cardiff face a difficult battle with Coventry City tonight.
0	Cardiff	Cardiff	Shepherd will join the Wallaby squad in Cardiff on Thursday but will not be available for selection in Saturday's crucial Group B match against Wales, a team official said Monday.
0	Cardiff	Cardiff	Portsmouth wins the FA Cup final 1-0 against Cardiff <
0	Thomas Hamilton	Dunblane massacre	In 1998, two years after suicide gunman Thomas Hamilton used four legally owned handguns to slay 16 children and a teacher at a kindergarten in Dunblane, Scotland, Britain extended the ban to handguns. and subject them to thorough background checks, Hamilton would have a difficult time obtaining the guns he used in Dunblane: two .357-caliber
1	Howard Dean	Howard Dean	Rachel Maddow hosted Howard Dean to rip into the DOJ-DOMA flap.
1	Jennifer Lopez	Jennifer Lopez	Lopez and Anthony, 38, were married in 2004.
0	Greenville	Greenville, South Carolina	The copter belonging to the UN peacekeeping mission's Ukrainian aviation unit crashed at landing in the coastal city of Greenville, said the statement, adding that the cause of the crash is under investigation.
0	Greenville	Greenville, South Carolina	"Two years have passed since a Swedish multinational shut down what had been the largest refrigerator factory in the country, a sprawling complex along the Flat River in Greenville. ""Everybody talks about Electrolux around here the way the rest of the country talks about Katrina,"" said Becky Gebhart, manager of a nonprofit medical clinic that opened last November in Greenville, 30 miles northeast of Grand Rapids, to serve people with little or no health insurance. Yet many others, like Greenville, are suffering from being branded redundant by huge enterprises with factories around the world."
0	Greenville	Greenville, South Carolina	Authorities in Tennessee said storms killed at least five people there, and Kentucky State Trooper Stuart Recke said three adults died outside Greenville, in the western part of the state.
1	Greenville, South Carolina	Greenville, South Carolina	"the other virtues ' GREENVILLE, South Carolina 2007-04-22 23:30:53 Angelou, 79, spoke at Greenville's Peace Center on Saturday, telling stories and speaking about many problems that should be eliminated, including violence, smoking, hate, racism, sexism and ageism. Angelou told the near-capacity crowd she was leaving two poems as gifts to the Greenville area: ""Amazing Peace"" and ""The Brave and Startling Truth."""
1	Wellsville, Utah	Wellsville, Utah	More than 80 children were illegally taken from their families by conspirators working through the Wellsville, Utah, office of Focus on Children, according to a federal indictment unsealed Thursday. Named as defendants are Scott Banks, 46, of Wellsville; Karen Banks, 45, Wellsville; Dan Wakefield, 70, a U.S. citizen living in Apia, Samoa; Tagaloa Ieti, 44, Samoa; Julie Tuiletufuga, age unknown, Samoa; Coleen Bartlett, 40, Evanston, Wyo.; Karalee Thornock, 34, Tooele, Utah; and Focus on Children.
0	Dayton Daily News	Dayton Daily News	Castillo hurled a ball toward the Dayton players' dugout area but instead missed and struck a spectator who was hospitalized. Dayton went on to win 6-5 after ejections were reversed so pitchers would not have to serve as outfielders in order to finish the game.
0	Lakewood	Lakewood, Colorado	http://www.cleveland.com/news/plaindealer/index.ssf?/base/cuyahoga/12... Lakewood -- A 1½-year-old girl died Saturday night and two other children were injured after being struck by a tree knocked over by a truck.
0	MMA	Mixed martial arts	MMA will finance and operate the WorldWater-built system and sell power to DIA under a 25-year, $10.9 million contract.
0	Montreal	Montreal	Look for San Jose to push for Dan Boyle.Montreal has significant interest in Nagy, as does Pittsburgh.
0	Naples	Naples	 TS Fay makes landfall in southwest Florida NAPLES,  TS Fay makes landfall in southwest Florida NAPLES, Florida (0900 GMT) Tuesday at Cape Romano, just south of Naples, with sustained wind of about 60 mph (96 kph), well below hurricane threshold of 74 mph (119 kph).
1	Naples	Naples	"Garbage crews start cleaning up dump in bid to ease garbage crisis in Naples crisis in Naples NAPLES, Italy 2008-01-03 16:55:12 UTC Crews in Crews in Naples -- where the streets increasingly are lined with trash -- began cleaning up a long disused dump Thursday in a bid to ease a mounting garbage crisis. ""The opening of the Pianura dump is necessary to make Naples self-sufficient,"" the Pansa was quoted as saying by the ANSA news agency. Two vans went into the dump in the Pianura neighborhood in Naples' outskirts of Naples to start cleaning up the site, which has been closed for years, police said. Naples prefect Alessandro Pansa said the Pianura dump is the only site big enough in the area to handle the refuse. Naples and its surrounding region, Campania, have long been plagued by a garbage crisis."
1	Oceanside	Oceanside, California	' 40-Year-Old Virgin ' actor arrested near San Diego OCEANSIDE, near San Diego OCEANSIDE, California 2008-08-12 14:18:51 UTC An Shelley Malil, 43, was arrested Monday in Oceanside when he got off a train from Los Angeles, Lt. Phil Brust of the San Diego County Sheriff's Department said in a statement.
1	Hayward	Hayward, California	Hayward Hispanic male  charged with infant torture http://www.alipac.us/ftopict-113651.html
1	Vancouver, British Columbia	Vancouver	Fire and an explosion destroy 2 businesses in Vancouver, police say it was arson police say it was arson VANCOUVER, British Columbia 2008-02-13 23:10:34 An explosion and fire destroyed two shops Wednesday and damaged at least four other Vancouver businesses.
0	Vancouver	Vancouver	Vancouver coach Alain Vigneault agrees to contract extension with Canucks
0	Vancouver	Vancouver	him before he was famous VANCOUVER, Washington 2007-12-21 19:00:32 UTC The 74-year-old country singer has donated $40,000 (euro27,870) to Vancouver, the southwestern Washington city where he sold some of his first records a half-century ago. Nelson performed at The Amphitheater near Vancouver on June 30. Vancouver received the $40,000 (euro27,870) check three weeks ago.
0	Vancouver	Vancouver	I find it hard to believe Vancouver is off that list, but then again, the Canucks are not in the playoffs currently, and Sundin wants to win.
1	David Chase	David Chase	In addition, Robert Baer, the former judge and aspiring writer who is suing Chase, did not have the information Chase wanted about the New Jersey mob, making Chase turn to other experts, attorney David Harris said in his closing statement in federal court Wednesday.
1	Rick Springfield	Rick Springfield	"NEWS STORY 2008-07-30  Several tracks from Rick Springfield's new ""Venus in Overdrive"" (New Door) could easily find fans in a variety of genres -- ""Time Stand Still"" in pop; ""One Passenger,"" which oddly opens like British Sea Power, in alternative, and the title track in rock -- if, they weren't coming from, you know, Mr. Jesse's Girl. As a former pop idol and current soap star, Springfield has his niche and he knows it, but ""Venus in Overdrive"" shows that he's not going to stop trying to bust out of it."
1	Rick Springfield	Rick Springfield	Nothing that awesome but I'll be going to probably three of the events (Frampton, Springfield and Jack Hanna).
1	Valencia	Valencia CF	Les Phoceens will now have to fight their way through the Europa League knockout stages, with the squad Deschamps has got the French club must be one of the sheer favourites for Europa League glory, on the other hand many top class teams are still left in the tournament, including Liverpool , Wolfsburg and Valencia.
0	Stephen Kaplan	Stephen Kaplan	BetOnSports gambling Web site founder Stephen Kaplan is arrested BetOnSports gambling Web site founder Stephen Kaplan has been arrested in the Dominican Republic, according to U.S. Attorney Catherine Hanaway. Kaplan is named in a 22-count criminal case as the company's top official. Hanaway said Kaplan was arrested late Wednesday at a hotel in Santo Domingo by the Dominican National Police, the U.S. State Department and the FBI.
0	Stephen Kaplan	Stephen Kaplan	BetOnSports gambling Web site founder Stephen Kaplan has been arrested in the Dominican Republic, according to U.S. Attorney Catherine Hanaway.
1	Rainn Wilson	Rainn Wilson	"Wilson (""The Office"") did all his own drumming in the movie, spending an intense few weeks learning the instrument before beginning the film. ""I'm pretty mediocre,"" Wilson brags."
1	Augustus Hawkins	Augustus F. Hawkins	On Capitol Hill, eulogies were spoken for former US Senators Craig Thomas (Wyoming), George Smathers (Florida), and Daniel Brewster (Maryland); and for former US representatives Parren Mitchell and Gilbert Gude (Maryland), Charles Norwood (Georgia), Steven Derounian (New York), Augustus Hawkins and Juanita Millender-McDonald (California), Frank Burke and Marion Snyder (Kentucky), Paul Gillmor and Donald Clancy (Ohio), William Anderson (Tennessee), Jo Ann Davis (Virginia), Peter Hoagland (Nebraska), Charlotte Reid (Illinois), Jennifer Dunn and Jack Metcalf (Washington), Wiley Mayne (Iowa), and Julia Carson (Indiana).
1	National Rifle Association	National Rifle Association	The NRA's Rathner and other gun backers don't put any stock in the polls.
0	NRA	National Rifle Association	Jordan's Natural Resource Authority ( NRA) said the kingdom is expected to start commercial oil shale extraction within next decade, local daily Jordan Times reported on Thursday. NRA Director Maher Hijazin said the government will soon sign a concession deal with Royal Dutch Shell Oil, under which Shell will survey and develop some 22,000 square meters' lands in southern and central the kingdom, nearly one quarter of its territories. According to NRA, some 40 billion tons of oil shale exist in 21 sites spreading at the Yarmouk River, Buweida, Beit Ras, Rweished and Karak, Madaba and Maan districts.
0	Silverdale	Silverdale, Staffordshire	Re-elect Rossi, read buttons in the overflow crowd that recently greeted the candidate in Silverdale, across Puget Sound from the governor's Seattle stronghold. Rossi, cheered by the full house at the Silverdale community center, said he expects a different outcome from voters and the state's revamped electoral apparatus.
1	Tesla	Nikola Tesla	This web site gives a detailed information about Tesla's biography, his inventions/ discoveries, honors to him, why he refused the 1915 / (1912 ?)
1	Transportation Security Administration	Transportation Security Administration	"The TSA said seven planes were searched afterward and thus delayed. Passengers on another 10 planes that took off after the breach will be screened again when they reach their destinations, the TSA said. The Transportation Security Administration (TSA) said the man circumvented screening on Concourse C of Charlotte-Douglas International Airport in Charlotte, North Carolina. The TSA released no details on how the man bypassed security. ""It's too soon to say whether there was malicious intent or whether it was someone who was confused,"" TSA spokesman John Allen said. The TSA is working with local law enforcement on the case, reviewing airport security camera videotapes."
1	Boston College	Boston College	I forgot that the BC Neighbors' Forum is closed to new membership, due to abuse and threats directed at the moderator and residents who speak out.
1	Graeme Brown	Graeme Brown	Australian Graeme Brown, riding for the Rabobank team, won the second stage of the Tour of Mallorca on Monday. Brown, who finished second in the first of the five stages on Sunday, sprinted home in the 162.7km run from Cala Millor to Son Servera and take the leader's jersey from Belgian Philippe Gilbert.
0	UCA	Unitarian Christian Association	"An unnamed bishop from northern China said that he had been told church leaders would discuss ""how to receive"" the letter, UCA news, a Hong Kong-based Asian Catholic news group said in a report on Wednesday. But several bishops, including Bishop Liu Jingshan of northeastern China's Ningxia diocese, said they suspected the meeting was ""somehow related to the forthcoming papal letter,"" UCA reported."
1	Lyon	Lyon	"The victim, who is only being identified as ""Eric"", was rushed to hospital in the neary city of Lyon after suffering injuries on his left shoulder."
0	Lyon	Lyon	AS the sun sets on the noughties, it sets on a decade in which Lyon dominated French football.
1	Tony Parker	Tony Parker	"Parker, 25, and Longoria, 32, married in a civil ceremony July 6 in Paris. And as for his ring, Parker said he'll do his best to keep track of it before and after games. bad. And when we're in San Antonio it's OK,"" he said. ""It's more for Eva, it's not me. I'm OK,"" he said. ""It's more for Eva, it's not me. I'm just there holding hands, they take When you look at your career, I'm going to say, 'Man, 2007, it was a great year,'"" Parker added.  NEWS STORY 2007-07-18 ""It's weird, it's weird,"" Parker said Tuesday. Parker, just back from a honeymoon with actress-wife Eva Longoria, said the ring will take some getting used to. Parker said it was only on his recent honeymoon that he was able to reflect on what has been a banner year. With all the silverware Tony Parker has racked up over the past several years playing for the NBA champion San Antonio Spurs, it's the latest addition to his collection -- his wedding ring -- that's on his mind. Besides his ring, Parker is also getting accustomed to the ever- present paparazzi. Parker said Longoria -- in a silk wool and silk gazar scoop-back mermaid gown embroidered with silver metallic designed by Angel Sanchez -- looked ""amazing"" and ""beautiful"" on their wedding day and that the event was unbelievable. it's OK,"" he said. ""It's more for Eva, it's not me. I'm just there holding hands, they take It's hard for me to put (in) words and explain,"" said Parker, who was at a premiere party for a DVD chronicling the Spurs' run to their fourth championship in nine seasons. ""A lot of my teammates told me they lost it like five or six times,"" Parker said."
1	British Airways	British Airways	"Launching a campaign against the deal, Branson said a tie-up between BA and AA would lead to price-fixing and force travel agents to put business their way. ""The competition authorities listened to us twice before and rejected the idea of BA and AA working effectively as one airline because they believed it to be anti-competitive,"" he told BBC radio."
1	Stanley Kaplan	Kaplan, Inc.	"According to SEC documents filed Wednesday, Grayer will receive his base salary, which was not disclosed, and incentives, in addition to $46 million related to the Kaplan stock-option plan. When Grayer took over Kaplan, which The Post Co. bought in 1984, the test-prep company founded by Stanley Kaplan was losing $80 million a year. Asked whether he had made any attempts to spin off Kaplan to run as a separate business, Grayer said, ""It has always been clear that The Washington Post is a company that is set up for the purpose of protecting the long-term interests of its assets and held together as a holding company,"" Grayer said. He has worked at The Post Co. since 1986, first as a staff attorney for the newspaper and then as assistant counsel at Newsweek before moving to Kaplan in 1992. Kaplan now provides about 53 percent of The Post Co.'s revenue. Grayer Resigns as CEO of Kaplan Goldman determined that Kaplan's stock would trade at $2,700 a share. Jonathan Grayer, 43, chairman and chief executive of Kaplan, a wholly owned subsidiary of The Post Co., joined Kaplan in 1992 and became the education company's president and chief operating officer in 1997."
1	Andrew Walker	Andrew Walker (rugby)	Walker - who in September 2004 announced he would be retiring after testing positive for cocaine - signed a two-year contract with the option of extending it by another year.
1	Edie Adams	Edie Adams	Adams is survived by a son, Joshua Mills. Adams also was known as the sexy spokeswoman for Muriel cigars in the 1950s and 1960s. Adams was a graduate of the Juilliard School of Music in New York and hoped to become an opera singer. Tony winner, Kovacs wife Edie Adams dies Publicist Henri Bollinger says Adams died in Los Angeles Wednesday from cancer and pneumonia. Actress and singer Edie Adams, the blonde beauty who won a Tony Award for bringing Daisy Mae to life on Broadway and played television foil to husband Ernie Kovacs, has died.
