CORRECT     	EL_01945	Tony Stewart	Tony Stewart
CORRECT     	EL_01704	Randolph, Vermont	Randolph, Vermont
CORRECT     	EL_01783	Saab	Saab Automobile
CORRECT     	EL_01784	Saab	Saab Automobile
CORRECT     	EL_00688	Freeport, Maine	Freeport, Maine
CORRECT     	EL_01795	R. A. Salvatore	R. A. Salvatore
CORRECT     	EL_01078	La Porte, Texas	La Porte, Texas
WRONG KB ID 	EL_02196	Waynesboro	Battle of Waynesboro (Georgia)
CORRECT     	EL_01672	Pontiac	Pontiac
CORRECT     	EL_01090	Lafayette, Indiana	Lafayette, Indiana
CORRECT     	EL_00170	Autonomous National University of Mexico	National Autonomous University of Mexico
CORRECT     	EL_00369	Cromwell, Connecticut	Cromwell, Connecticut
CORRECT     	EL_00370	Cromwell, Connecticut	Cromwell, Connecticut
CORRECT     	EL_01961	Stoughton, Massachusetts	Stoughton, Massachusetts
CORRECT     	EL_01962	Stoughton, Massachusetts	Stoughton, Massachusetts
CORRECT     	EL_00289	Tom Bradley	Tom Bradley (politician)
CORRECT     	EL_00656	Federal Trade Commission	Federal Trade Commission
EXP NIL     	EL_00545	DoT	Dot Branning
CORRECT     	EL_00139	Alexandria, Egypt	Alexandria
WRONG KB ID 	EL_00140	Alexandria	Alexandria
CORRECT     	EL_01721	Riverside	Riverside, California
CORRECT     	EL_02201	Wellington, New Zealand	Wellington
CORRECT     	EL_01077	La Palma, California	La Palma, California
WRONG KB ID 	EL_01151	Los Angeles.	24 (TV series)
CORRECT     	EL_02241	Zanesville, Ohio	Zanesville, Ohio
CORRECT     	EL_02242	Zanesville, Ohio	Zanesville, Ohio
CORRECT     	EL_02243	Zanesville, Ohio	Zanesville, Ohio
CORRECT     	EL_01229	Monterey, California	Monterey, California
CORRECT     	EL_01230	Monterey, California	Monterey, California
CORRECT     	EL_01231	Monterey, California	Monterey, California
CORRECT     	EL_01232	Monterey, California	Monterey, California
CORRECT     	EL_00209	Baghdad, Iraq	Baghdad
CORRECT     	EL_00210	Baghdad, Iraq	Baghdad
CORRECT     	EL_00211	Baghdad.	Baghdad
CORRECT     	EL_00893	IMDB	Internet Movie Database
CORRECT     	EL_00748	Geneva, Switzerland	Geneva
CORRECT     	EL_00749	Geneva	Geneva
CORRECT     	EL_00750	Geneva	Geneva
CORRECT     	EL_00582	Evansville, Indiana	Evansville, Indiana
CORRECT     	EL_02226	Yokohama, Japan	Yokohama
CORRECT     	EL_02227	Yokohama, Japan	Yokohama
CORRECT     	EL_02228	Yokohama, Japan	Yokohama
WRONG KB ID 	EL_01817	Sao Bernardo	Bernard of Clairvaux
CORRECT     	EL_00683	Fox	Fox News Channel
EXP NIL     	EL_00982	Jim	Treasure Island
CORRECT     	EL_01276	Malta	Malta
EXP NIL     	EL_02174	WPO	Po River
CORRECT     	EL_01295	Mannheim	Mannheim
CORRECT     	EL_01446	NDTV	NDTV
CORRECT     	EL_01447	NDTV	NDTV
CORRECT     	EL_00984	Jim Zorn	Jim Zorn
CORRECT     	EL_00937	Isabela, Puerto Rico	Isabela, Puerto Rico
CORRECT     	EL_00155	Andy Pettitte	Andy Pettitte
CORRECT     	EL_00547	Dolores, Buenos Aires	Dolores, Buenos Aires
CORRECT     	EL_01947	Stillwater, Oklahoma	Stillwater, Oklahoma
CORRECT     	EL_01948	Stillwater, Oklahoma	Stillwater, Oklahoma
CORRECT     	EL_02216	Woodbury, Minnesota	Woodbury, Minnesota
CORRECT     	EL_02217	Woodbury, Minnesota	Woodbury, Minnesota
WRONG KB ID 	EL_00093	Abudllah	Abdullah of Saudi Arabia
WRONG KB ID 	EL_00094	Abudllah	Abdullah of Saudi Arabia
EXP NIL     	EL_00151	Anand, India	Anand, Gujarat
CORRECT     	EL_00275	Nick Bollea	Nick Hogan
CORRECT     	EL_00277	Nick Bollea	Nick Hogan
CORRECT     	EL_00999	Jordan	Jordan
CORRECT     	EL_01000	Jordan	Jordan
CORRECT     	EL_01800	San Jose, Ca	San Jose, California
CORRECT     	EL_01801	San Jose, California	San Jose, California
CORRECT     	EL_01802	San Jose	San Jose, California
CORRECT     	EL_00725	Gainesville	Gainesville, Florida
CORRECT     	EL_01100	Lauren Conrad	Lauren Conrad
CORRECT     	EL_00293	Breda	Breda
CORRECT     	EL_00694	Indian Peace Keeping Force	Indian Peace Keeping Force
EXP NIL     	EL_01593	Ohio, New York	Ohio, New York
EXP NIL     	EL_01595	Ohio, New York	Ohio, New York
EXP NIL     	EL_01598	Ohio, New York	Ohio, New York
CORRECT     	EL_00390	Cape May, New Jersey	Cape May, New Jersey
CORRECT     	EL_00391	Cape May, N.J.	Cape May, New Jersey
CORRECT     	EL_01054	Lausanne, Switzerland	Lausanne
EXP NIL     	EL_00432	Chris Bentley	Christopher Bentley
EXP NIL     	EL_00433	Chris Bentley	Christopher Bentley
EXP NIL     	EL_00434	Chris Bentley	Christopher Bentley
CORRECT     	EL_00198	Bharat Sanchar Nigam Limited	Bharat Sanchar Nigam Limited
CORRECT     	EL_02096	Jyles Tucker	Jyles Tucker
CORRECT     	EL_00474	Liberation Tigers of Tamil Eelam	Liberation Tigers of Tamil Eelam
CORRECT     	EL_01075	Liberation Tigers of Tamil Eelam	Liberation Tigers of Tamil Eelam
CORRECT     	EL_02064	Tamil Tigers	Liberation Tigers of Tamil Eelam
CORRECT     	EL_00189	BGG	BoardGameGeek
CORRECT     	EL_00464	Conyers, Georgia	Conyers, Georgia
CORRECT     	EL_01966	Sturgis, Kentucky	Sturgis, Kentucky
CORRECT     	EL_00021	American Chemical Society	American Chemical Society
CORRECT     	EL_00564	European Environment Agency	European Environment Agency
CORRECT     	EL_00865	House (of Commons	House of Commons of the United Kingdom
CORRECT     	EL_00866	House (of Commons	House of Commons of the United Kingdom
CORRECT     	EL_01164	Lower House	House of Commons of the United Kingdom
CORRECT     	EL_00057	Aurora, Illinois	Aurora, Illinois
CORRECT     	EL_01992	Taunton, Massachusetts	Taunton, Massachusetts
EXP NIL     	EL_00342	CFPA	CKTG-FM
CORRECT     	EL_01030	Tommy Kelly	Tommy Kelly
CORRECT     	EL_01031	Tommy Kelly	Tommy Kelly
CORRECT     	EL_01427	Nashville, Tennessee	Nashville, Tennessee
CORRECT     	EL_00489	DHL	DHL
CORRECT     	EL_00569	DHL	DHL
CORRECT     	EL_01631	NTPC	National Thermal Power Corporation
CORRECT     	EL_01451	New Castle, Colorado	New Castle, Colorado
CORRECT     	EL_00444	Tom Clancy	Tom Clancy
CORRECT     	EL_00445	Tom Clancy	Tom Clancy
CORRECT     	EL_00607	Enfield, Connecticut	Enfield, Connecticut
WRONG KB ID 	EL_01536	New Market	IPod
CORRECT     	EL_01636	Greater Romania Party	Greater Romania Party
CORRECT     	EL_01615	Osage, Iowa	Osage, Iowa
CORRECT     	EL_00877	Huntington, New York	Huntington, New York
CORRECT     	EL_00265	Blenheim, New Zealand	Blenheim, New Zealand
CORRECT     	EL_00266	Blenheim, New Zealand	Blenheim, New Zealand
WRONG KB ID 	EL_00703	GCC	GNU Compiler Collection
WRONG KB ID 	EL_00469	Crescent City	Crescent City Connection
WRONG KB ID 	EL_00470	Crescent City	Crescent City Connection
CORRECT     	EL_01173	Lugano, Switzerland	Lugano
EXP NIL     	EL_01174	Lugano	Lugano
CORRECT     	EL_01282	Manchester, New Hampshire	Manchester, New Hampshire
CORRECT     	EL_01283	Manchester, New Hampshire	Manchester, New Hampshire
CORRECT     	EL_01318	McGovern	George McGovern
CORRECT     	EL_01320	George McGovern	George McGovern
CORRECT     	EL_01182	Manila, Philippines	Manila
CORRECT     	EL_01183	MANILA, Philippines	Manila
CORRECT     	EL_01184	Manila, Philippines	Manila
CORRECT     	EL_01045	Kirkby	Kirkby
EXP NIL     	EL_02244	Zealand	New Zealand
CORRECT     	EL_01029	Kearney, Nebraska	Kearney, Nebraska
CORRECT     	EL_01309	Massachusetts	Massachusetts
CORRECT     	EL_01310	Massachusetts	Massachusetts
CORRECT     	EL_01749	Kevin Rudd	Kevin Rudd
WRONG KB ID 	EL_00745	General Confederation of Labor	General Confederation of Labour (Argentina)
EXP NIL     	EL_02068	Tennessee Titans	2007 Tennessee Titans season
EXP NIL     	EL_02069	Titans	2007 Tennessee Titans season
EXP NIL     	EL_01092	Langley, Virginia	Langley Air Force Base
CORRECT     	EL_02175	WWE	World Wrestling Entertainment
WRONG KB ID 	EL_02177	WWF	World Wrestling Entertainment
WRONG KB ID 	EL_01666	Pittsburgh, Pennsylvania	Pittsburgh International Airport
EXP NIL     	EL_01088	Lafayette, Louisiana	Cajun Field
CORRECT     	EL_00554	Dumfries	Dumfries
WRONG KB ID 	EL_00911	ITALY	Benito Mussolini
CORRECT     	EL_01252	Montevideo, Uruguay	Montevideo
CORRECT     	EL_01400	Montevideo, Uruguay	Montevideo
CORRECT     	EL_00979	Jenna Bush	Jenna Bush
CORRECT     	EL_00980	Jenna Bush	Jenna Bush
CORRECT     	EL_00368	CPB	Communist Party of Britain
CORRECT     	EL_00543	United Nation 's Development Program	United Nations Development Programme
CORRECT     	EL_02214	Williston, Tennessee	Williston, Tennessee
WRONG KB ID 	EL_00127	Aiken	Clay Aiken
EXP NIL     	EL_00386	Mike Campbell	Mike Campbell
CORRECT     	EL_00138	Albion, Maine	Albion, Maine
CORRECT     	EL_01172	Lufthansa AG	Lufthansa
CORRECT     	EL_02143	VA	Virginia
CORRECT     	EL_00608	Enid, Oklahoma	Enid, Oklahoma
CORRECT     	EL_02173	WIPO	World Intellectual Property Organization
WRONG KB ID 	EL_00945	JFK	JFK (film)
WRONG KB ID 	EL_00946	JFK	JFK (film)
WRONG KB ID 	EL_00947	JFK	JFK (film)
WRONG KB ID 	EL_00948	JFK	JFK (film)
CORRECT     	EL_00160	Argentina	Argentina
CORRECT     	EL_00161	Argentina	Argentina
CORRECT     	EL_00162	Argentina	Argentina
CORRECT     	EL_00190	BJP	Bharatiya Janata Party
CORRECT     	EL_00191	BJP	Bharatiya Janata Party
CORRECT     	EL_01470	INS	Immigration and Naturalization Service
CORRECT     	EL_00953	Johnstown, Colorado	Johnstown, Colorado
CORRECT     	EL_02231	Yukon	Yukon
CORRECT     	EL_00327	Andrew Bynum	Andrew Bynum
CORRECT     	EL_00328	Andrew Bynum	Andrew Bynum
CORRECT     	EL_00329	Andrew Bynum	Andrew Bynum
WRONG KB ID 	EL_01246	ICC	International Criminal Court
CORRECT     	EL_00526	Defense Department	United States Department of Defense
WRONG KB ID 	EL_00527	Defense department	United States Department of Defense
CORRECT     	EL_00393	Matt Carle	Matt Carle
CORRECT     	EL_00991	John Howard	John Howard
CORRECT     	EL_00992	John Howard	John Howard
EXP NIL     	EL_01690	Queenstown	Queenstown, New Zealand
EXP NIL     	EL_01382	Missouri	Missouri Tigers
EXP NIL     	EL_02193	Wayne White	Wayne White (artist)
CORRECT     	EL_00442	City College	City College of New York
CORRECT     	EL_00443	City College	City College of New York
CORRECT     	EL_02086	Torrington, Connecticut	Torrington, Connecticut
CORRECT     	EL_02087	Torrington, Connecticut	Torrington, Connecticut
CORRECT     	EL_01561	Richard Nixon	Richard Nixon
CORRECT     	EL_01562	Richard Nixon	Richard Nixon
CORRECT     	EL_01563	President Nixon	Richard Nixon
CORRECT     	EL_01564	Nixon	Richard Nixon
CORRECT     	EL_01565	Nixon	Richard Nixon
CORRECT     	EL_01566	Nixon	Richard Nixon
CORRECT     	EL_01453	Newmarket, New Hampshire	Newmarket, New Hampshire
CORRECT     	EL_00039	ANZ	Australia and New Zealand Banking Group
CORRECT     	EL_00459	Connecticut	Connecticut
CORRECT     	EL_00460	Connecticut	Connecticut
CORRECT     	EL_00461	Connecticut	Connecticut
CORRECT     	EL_01626	PMK	Pattali Makkal Katchi
CORRECT     	EL_01349	Middlebury, Vermont	Middlebury, Vermont
CORRECT     	EL_01342	Miami Beach, Florida	Miami Beach, Florida
CORRECT     	EL_02178	Wadsworth, Ohio	Wadsworth, Ohio
WRONG KB ID 	EL_00223	Barb	Barbados
WRONG KB ID 	EL_00224	Barb	Barbados
EXP NIL     	EL_01408	Morningside Heights	Columbia University
CORRECT     	EL_02059	Third Infantry Division	3rd Infantry Division (United States)
CORRECT     	EL_02060	Third Infantry Division	3rd Infantry Division (United States)
CORRECT     	EL_00829	Harrisburg	Harrisburg, Pennsylvania
CORRECT     	EL_00830	Harrisburg, Pennsylvania	Harrisburg, Pennsylvania
CORRECT     	EL_01614	Oroville, California	Oroville, California
EXP NIL     	EL_00901	IPSCO	SSAB
CORRECT     	EL_01951	Stockton, California	Stockton, California
CORRECT     	EL_01952	Stockton, California	Stockton, California
CORRECT     	EL_00152	Ancona, Italy	Ancona
CORRECT     	EL_00153	Ancona, Italy	Ancona
CORRECT     	EL_00154	Ancona, Italy	Ancona
CORRECT     	EL_02197	Waynesboro, Georgia	Waynesboro, Georgia
CORRECT     	EL_00056	AU Optronics	AU Optronics
EXP NIL     	EL_00475	Cross	Germany
CORRECT     	EL_00682	Fox	Fox Broadcasting Company
WRONG KB ID 	EL_01572	Northfield, Minnesota	Jesse James
CORRECT     	EL_01991	TAUNTON	Taunton
CORRECT     	EL_00227	Bata, Equatorial Guinea	Bata, Equatorial Guinea
CORRECT     	EL_00172	Ayatollah Khomeini	Ruhollah Khomeini
CORRECT     	EL_00173	Ayatollah Khomeini	Ruhollah Khomeini
CORRECT     	EL_00174	Ayatollah Khomeini	Ruhollah Khomeini
CORRECT     	EL_00175	Ayatollah Khomeini	Ruhollah Khomeini
WRONG KB ID 	EL_00566	EL ALTO	Roman Catholic Diocese of El Alto
WRONG KB ID 	EL_00567	EL ALTO	Roman Catholic Diocese of El Alto
WRONG KB ID 	EL_00593	El Alto	Roman Catholic Diocese of El Alto
EXP NIL     	EL_00646	FMR Corp.	Fidelity Investments
EXP NIL     	EL_00647	FMR Corp.	Fidelity Investments
CORRECT     	EL_01047	Kosovo	Kosovo
CORRECT     	EL_01766	SEC	Southeastern Conference
WRONG KB ID 	EL_01767	SEC	Southeastern Conference
CORRECT     	EL_00717	GREENWICH	Greenwich
CORRECT     	EL_00789	Guildford	Guildford
CORRECT     	EL_02211	Williamsport	Williamsport, Pennsylvania
CORRECT     	EL_02212	Williamsport, Pennsylvania	Williamsport, Pennsylvania
CORRECT     	EL_02213	Williamsport, Pennsylvania	Williamsport, Pennsylvania
CORRECT     	EL_01415	AGRA	Agra
CORRECT     	EL_01483	Nash	Steve Nash
CORRECT     	EL_00317	Kobe Bryant	Kobe Bryant
CORRECT     	EL_00318	Kobe Bryant	Kobe Bryant
CORRECT     	EL_00319	Kobe Bryant	Kobe Bryant
CORRECT     	EL_00320	Bryant	Kobe Bryant
CORRECT     	EL_00321	Kobe Bryant	Kobe Bryant
CORRECT     	EL_00322	Kobe Bryant	Kobe Bryant
CORRECT     	EL_00256	Birmingham, Alabama	Birmingham, Alabama
CORRECT     	EL_00258	Birmingham, Alabama	Birmingham, Alabama
WRONG KB ID 	EL_00481	Daimler	Chrysler
WRONG KB ID 	EL_00482	Daimler	Chrysler
WRONG KB ID 	EL_00483	Daimler	Chrysler
CORRECT     	EL_02104	Ty Conklin	Ty Conklin
CORRECT     	EL_01585	OTS	Office of Thrift Supervision
CORRECT     	EL_01645	Payson, Arizona	Payson, Arizona
CORRECT     	EL_01629	Pakistan People 's Party	Pakistan Peoples Party
WRONG KB ID 	EL_02114	United Nations	Korean War
CORRECT     	EL_00332	Cartagena, Colombia	Cartagena, Colombia
CORRECT     	EL_00333	Cartagena, Colombia	Cartagena, Colombia
CORRECT     	EL_00334	Cartagena, Colombia	Cartagena, Colombia
CORRECT     	EL_00278	Bologna	Bologna
WRONG KB ID 	EL_00359	CO	Denver, Colorado
CORRECT     	EL_01753	SAFPU	South African Football Players Union
EXP NIL     	EL_00524	Decatur	Decatur, Georgia
CORRECT     	EL_00530	Del Rio, Texas	Del Rio, Texas
CORRECT     	EL_00531	Del Rio, Texas	Del Rio, Texas
EXP NIL     	EL_01799	San Jose, Costa Rica	Costa Rica
CORRECT     	EL_00167	Astoria	Astoria, Oregon
CORRECT     	EL_00375	CU	University of Colorado at Boulder
WRONG KB ID 	EL_01069	Democratic Party of Russia	Democratic Party of Russia
CORRECT     	EL_01777	SVT	Sveriges Television
CORRECT     	EL_01778	SVT	Sveriges Television
CORRECT     	EL_01779	SVT	Sveriges Television
EXP NIL     	EL_01574	Norwich, Ohio	Norwich, Ohio
CORRECT     	EL_01330	Salzburg, Austria	Salzburg
CORRECT     	EL_01755	SALZBURG	Salzburg
CORRECT     	EL_01756	Salzburg, Austria	Salzburg
CORRECT     	EL_01796	Salzburg	Salzburg
CORRECT     	EL_00609	Ennis, Texas	Ennis, Texas
CORRECT     	EL_01938	Steve Smith	Steve Smith (basketball)
WRONG KB ID 	EL_01939	Steve Smith	Steve Smith (basketball)
CORRECT     	EL_01039	Key West	Key West, Florida
CORRECT     	EL_00029	AIADMK	All India Anna Dravida Munnetra Kazhagam
EXP NIL     	EL_01729	Robert Anderson	Robert Anderson (Civil War)
EXP NIL     	EL_01730	Robert Anderson	Robert Anderson (Civil War)
CORRECT     	EL_01081	Labor Department	United States Department of Labor
EXP NIL     	EL_01082	Labor Department	United States Department of Labor
CORRECT     	EL_01083	Labor Department	United States Department of Labor
CORRECT     	EL_01084	Labor Department	United States Department of Labor
CORRECT     	EL_01244	Mitsubishi UFJ Financial Group	Mitsubishi UFJ Financial Group
CORRECT     	EL_01245	MUFG	Mitsubishi UFJ Financial Group
EXP NIL     	EL_01680	Flemming Poulsen	Flemming Povlsen
EXP NIL     	EL_00143	Alison	Alison Krauss
EXP NIL     	EL_00587	Ecco	HarperCollins
EXP NIL     	EL_00578	EU	European Union
CORRECT     	EL_00579	European Union	European Union
CORRECT     	EL_00580	European Union	European Union
CORRECT     	EL_00581	EU	European Union
WRONG KB ID 	EL_01675	Hans-Gert Pottering	European Union
WRONG KB ID 	EL_01677	Hans-Gert Pottering	European Union
CORRECT     	EL_01627	Port Arthur, Texas	Port Arthur, Texas
CORRECT     	EL_00183	Bureau of Alcohol , Tobacco and Firearms	Bureau of Alcohol, Tobacco, Firearms and Explosives
CORRECT     	EL_02073	Toledo, Ohio	Toledo, Ohio
CORRECT     	EL_02074	Toledo	Toledo, Ohio
CORRECT     	EL_00360	COLOGNE	Cologne
CORRECT     	EL_00361	COLOGNE	Cologne
CORRECT     	EL_00362	COLOGNE	Cologne
CORRECT     	EL_00695	Galle, Sri Lanka	Galle
CORRECT     	EL_00696	Galle, Sri Lanka	Galle
CORRECT     	EL_00697	Galle, Sri Lanka	Galle
CORRECT     	EL_00698	Galle, Sri Lanka	Galle
CORRECT     	EL_00726	Galle, Sri Lanka	Galle
CORRECT     	EL_00421	Chengdu, China	Chengdu
CORRECT     	EL_00422	Chengdu	Chengdu
CORRECT     	EL_00423	Chengdu, China	Chengdu
CORRECT     	EL_00424	Chengdu, China	Chengdu
CORRECT     	EL_01439	National Democratic Party	National Democratic Party (Egypt)
CORRECT     	EL_01440	National Democratic Party	National Democratic Party (Egypt)
CORRECT     	EL_01441	National Democratic Party	National Democratic Party (Egypt)
CORRECT     	EL_00685	George MacDonald Fraser	George MacDonald Fraser
CORRECT     	EL_01722	Roanoke, Virginia	Roanoke, Virginia
CORRECT     	EL_01723	Roanoke, Virginia	Roanoke, Virginia
CORRECT     	EL_01724	Roanoke, Virginia	Roanoke, Virginia
CORRECT     	EL_01725	Roanoke, Virginia	Roanoke, Virginia
CORRECT     	EL_00055	AU	African Union
CORRECT     	EL_01190	Maysville, Georgia	Maysville, Georgia
CORRECT     	EL_01798	San Bernardino, California	San Bernardino, California
WRONG KB ID 	EL_01096	Las Vegas	KDWN
WRONG KB ID 	EL_00165	Armagh	County Armagh
CORRECT     	EL_02180	Wales	Wales
CORRECT     	EL_02181	Wales	Wales
CORRECT     	EL_01742	Matt Roth	Matt Roth
CORRECT     	EL_00950	JNU	Jawaharlal Nehru University
CORRECT     	EL_01455	NFL	National Football League
CORRECT     	EL_01456	NFL	National Football League
CORRECT     	EL_01457	NFL	National Football League
WRONG KB ID 	EL_01462	NHL	National Football League
WRONG KB ID 	EL_00331	Carmel, Indiana	Crooked Stick Golf Club
CORRECT     	EL_01035	Kensington	Kensington
CORRECT     	EL_01546	Newburgh, New York	Newburgh (city), New York
CORRECT     	EL_01547	Newburgh, New York	Newburgh (city), New York
EXP NIL     	EL_00888	ICR	Institute for Creation Research
CORRECT     	EL_01123	Lenox, Massachusetts	Lenox, Massachusetts
CORRECT     	EL_00895	Indian Overseas Bank	Indian Overseas Bank
CORRECT     	EL_00896	Indian Overseas Bank	Indian Overseas Bank
WRONG KB ID 	EL_00394	Carmel	Carmel Jackson
EXP NIL     	EL_00196	BPN	BP
EXP NIL     	EL_01079	La Union	United States
CORRECT     	EL_00643	FIFA	FIFA
CORRECT     	EL_00644	FIFA	FIFA
CORRECT     	EL_00565	Food and Allied Workers Union	Food and Allied Workers Union
CORRECT     	EL_00632	FAWU	Food and Allied Workers Union
CORRECT     	EL_00634	Food and Allied Workers Union	Food and Allied Workers Union
CORRECT     	EL_01583	OL	Olympique Lyonnais
EXP NIL     	EL_00387	Clive Campbell	DJ Kool Herc
CORRECT     	EL_01327	Herman Melville	Herman Melville
CORRECT     	EL_00371	Congressional Research Service	Congressional Research Service
EXP NIL     	EL_01524	Nevada, Iowa	Nevada, Iowa
EXP NIL     	EL_01526	Nevada, Iowa	Nevada, Iowa
EXP NIL     	EL_01527	Nevada, Iowa	Nevada, Iowa
CORRECT     	EL_01208	MINUSTAH	United Nations Stabilization Mission in Haiti
CORRECT     	EL_01209	MINUSTAH	United Nations Stabilization Mission in Haiti
EXP NIL     	EL_01915	St. Mary's Hospital	Imperial College School of Medicine
WRONG KB ID 	EL_01018	Kano	Kano
CORRECT     	EL_01019	Kano	Kano
CORRECT     	EL_00025	ADP	Automatic Data Processing
CORRECT     	EL_00181	Bari, Italy	Bari
CORRECT     	EL_00182	Bari, Italy	Bari
CORRECT     	EL_00907	Irvine, California	Irvine, California
CORRECT     	EL_00908	Irvine, California	Irvine, California
WRONG KB ID 	EL_01060	LCI	Lethbridge Collegiate Institute
WRONG KB ID 	EL_01062	LCI	Lethbridge Collegiate Institute
WRONG KB ID 	EL_01064	LCI	Lethbridge Collegiate Institute
WRONG KB ID 	EL_01065	LCI	Lethbridge Collegiate Institute
WRONG KB ID 	EL_01066	LCI	Lethbridge Collegiate Institute
CORRECT     	EL_01760	South African Police Service	South African Police Service
CORRECT     	EL_01761	SAPS	South African Police Service
CORRECT     	EL_00790	Gujarat	Gujarat
CORRECT     	EL_00791	Gujarat, India	Gujarat
CORRECT     	EL_00792	Gujarat, India	Gujarat
CORRECT     	EL_00793	Gujarat	Gujarat
CORRECT     	EL_01819	Saqibul Hasan	Shakib Al Hasan
CORRECT     	EL_01899	Britney Spears	Britney Spears
CORRECT     	EL_01900	Spears	Britney Spears
CORRECT     	EL_01901	Britney Spears	Britney Spears
CORRECT     	EL_01902	Britney Spears	Britney Spears
WRONG KB ID 	EL_01152	Los Angeles.	Los Angeles Memorial Coliseum
CORRECT     	EL_00050	American Society of Clinical Oncology	American Society of Clinical Oncology
CORRECT     	EL_00555	Dumfries, Virginia	Dumfries, Virginia
CORRECT     	EL_02208	Will	Will Durant
CORRECT     	EL_02219	Worcester, Massachusetts	Worcester, Massachusetts
CORRECT     	EL_01996	Tehran, Iran	Tehran
CORRECT     	EL_01997	Tehran, Iran	Tehran
CORRECT     	EL_01998	Tehran, Iran	Tehran
CORRECT     	EL_01999	Tehran, Iran	Tehran
EXP NIL     	EL_00431	Chris Jackson	Mahmoud Abdul-Rauf
CORRECT     	EL_00012	ABC	American Broadcasting Company
CORRECT     	EL_00015	ABC	American Broadcasting Company
CORRECT     	EL_01411	Morristown, New Jersey	Morristown, New Jersey
WRONG KB ID 	EL_01145	Lockport	Lockport (city), New York
EXP NIL     	EL_00732	Gary Dwyer	The Teardrop Explodes
CORRECT     	EL_01249	Machinists union	International Association of Machinists and Aerospace Workers
CORRECT     	EL_01250	Machinists union	International Association of Machinists and Aerospace Workers
CORRECT     	EL_00711	GOP	Republican Party (United States)
CORRECT     	EL_00712	GOP	Republican Party (United States)
CORRECT     	EL_00713	GOP	Republican Party (United States)
EXP NIL     	EL_00885	Hyderabad	Bangalore
CORRECT     	EL_01387	Narendra Modi	Narendra Modi
CORRECT     	EL_01388	Narendra Modi	Narendra Modi
CORRECT     	EL_01389	Narendra Modi	Narendra Modi
CORRECT     	EL_01391	Narendra Modi	Narendra Modi
CORRECT     	EL_01392	Narendra Modi	Narendra Modi
CORRECT     	EL_01393	Narendra Modi	Narendra Modi
CORRECT     	EL_01850	Brad Sherman	Brad Sherman
WRONG KB ID 	EL_01044	Kingston, Pennsylvania	Kingston, Pennsylvania
CORRECT     	EL_00840	Heidi Montag	Heidi Montag
WRONG KB ID 	EL_00539	Detroit, Texas	Detroit, Texas
CORRECT     	EL_01314	Maywood, New Jersey	Maywood, New Jersey
EXP NIL     	EL_01326	Melbourne	Melbourne Football Club
CORRECT     	EL_01279	NCAA	National Collegiate Athletic Association
CORRECT     	EL_01432	NCAA	National Collegiate Athletic Association
CORRECT     	EL_00384	Glen Campbell	Glen Campbell
CORRECT     	EL_01489	TWA	Trans World Airlines
CORRECT     	EL_02014	TWA	Trans World Airlines
CORRECT     	EL_02015	TWA	Trans World Airlines
CORRECT     	EL_01070	LDPR	Liberal Democratic Party of Russia
CORRECT     	EL_01180	Manassas, Virginia	Manassas, Virginia
CORRECT     	EL_01181	Manassas, Virginia	Manassas, Virginia
CORRECT     	EL_00027	American Friends Service Committee	American Friends Service Committee
CORRECT     	EL_01731	Robert Anderson	Robert Woodruff Anderson
CORRECT     	EL_00761	Glastonbury, Connecticut	Glastonbury, Connecticut
CORRECT     	EL_00985	Jim McGreevey	Jim McGreevey
WRONG KB ID 	EL_00550	Douglas County	Douglas County, Colorado
CORRECT     	EL_02130	Utica, New York	Utica, New York
CORRECT     	EL_01517	Nazareth, Israel	Nazareth
WRONG KB ID 	EL_01233	Morgantown, West Virginia	Mountaineer Field at Milan Puskar Stadium
CORRECT     	EL_00382	Camden, Indiana	Camden, Indiana
CORRECT     	EL_00344	CHESTER	Chester
CORRECT     	EL_00777	Greencastle, Pennsylvania	Greencastle, Pennsylvania
CORRECT     	EL_01658	Philip Rivers	Philip Rivers
CORRECT     	EL_01659	Philip Rivers	Philip Rivers
CORRECT     	EL_01660	Philip Rivers	Philip Rivers
CORRECT     	EL_01661	Philip Rivers	Philip Rivers
CORRECT     	EL_01719	Philip Rivers	Philip Rivers
CORRECT     	EL_01720	Philip Rivers	Philip Rivers
CORRECT     	EL_02171	Williamsburg, Virginia	Williamsburg, Virginia
CORRECT     	EL_02172	Williamsburg, Virginia	Williamsburg, Virginia
CORRECT     	EL_00213	Billy Wayne Bailey	Billy Wayne Bailey
CORRECT     	EL_00958	Jacksonville, Florida	Jacksonville, Florida
CORRECT     	EL_00960	Jacksonville, Florida	Jacksonville, Florida
CORRECT     	EL_00774	President
CORRECT     	EL_01413	Moscow	Moscow
CORRECT     	EL_00902	IRNA	Islamic Republic News Agency
CORRECT     	EL_00903	IRNA	Islamic Republic News Agency
CORRECT     	EL_01185	Maplewood, New Jersey	Maplewood, New Jersey
CORRECT     	EL_00040	Airports of Thailand	Airports of Thailand
EXP NIL     	EL_02229	Yong Nam	Kim Yong-nam
CORRECT     	EL_01304	Marseilles	Marseille
EXP NIL     	EL_00810	Haider Ali	Hyder Ali
CORRECT     	EL_00133	Alain Bernard	Alain Bernard
CORRECT     	EL_00134	Alain Bernard	Alain Bernard
CORRECT     	EL_01670	Poland	Poland
WRONG KB ID 	EL_01671	Polish radio	Poland
